Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
14/04/2020 12:56:12.534,0.832,0.555,0.191
14/04/2020 12:56:12.567,0.820,0.559,0.254
14/04/2020 12:56:12.600,0.809,0.586,0.273
14/04/2020 12:56:12.634,0.805,0.605,0.266
14/04/2020 12:56:12.667,0.813,0.590,0.227
14/04/2020 12:56:12.700,0.832,0.543,0.215
14/04/2020 12:56:12.734,0.824,0.563,0.227
14/04/2020 12:56:12.767,0.816,0.590,0.219
14/04/2020 12:56:12.800,0.824,0.582,0.223
14/04/2020 12:56:12.834,0.816,0.559,0.250
14/04/2020 12:56:12.867,0.832,0.543,0.273
14/04/2020 12:56:12.900,0.828,0.609,0.219
14/04/2020 12:56:12.934,0.832,0.578,0.188
14/04/2020 12:56:12.967,0.793,0.492,0.320
14/04/2020 12:56:13.000,0.805,0.598,0.266
14/04/2020 12:56:13.034,0.813,0.578,0.203
14/04/2020 12:56:13.067,0.813,0.617,0.207
14/04/2020 12:56:13.100,0.805,0.598,0.254
14/04/2020 12:56:13.134,0.816,0.602,0.219
14/04/2020 12:56:13.167,0.801,0.617,0.230
14/04/2020 12:56:13.200,0.820,0.508,0.246
14/04/2020 12:56:13.234,0.809,0.551,0.254
14/04/2020 12:56:13.267,0.797,0.609,0.223
14/04/2020 12:56:13.300,0.797,0.617,0.246
14/04/2020 12:56:13.334,0.789,0.613,0.289
14/04/2020 12:56:13.367,0.777,0.617,0.309
14/04/2020 12:56:13.400,0.770,0.613,0.336
14/04/2020 12:56:13.434,0.773,0.617,0.348
14/04/2020 12:56:13.467,0.773,0.570,0.371
14/04/2020 12:56:13.500,0.762,0.555,0.395
14/04/2020 12:56:13.534,0.754,0.574,0.391
14/04/2020 12:56:13.567,0.766,0.570,0.355
14/04/2020 12:56:13.600,0.777,0.574,0.336
14/04/2020 12:56:13.634,0.777,0.598,0.328
14/04/2020 12:56:13.667,0.766,0.617,0.320
14/04/2020 12:56:13.700,0.770,0.641,0.320
14/04/2020 12:56:13.734,0.758,0.621,0.324
14/04/2020 12:56:13.767,0.770,0.633,0.277
14/04/2020 12:56:13.800,0.770,0.672,0.250
14/04/2020 12:56:13.834,0.781,0.621,0.207
14/04/2020 12:56:13.867,0.777,0.664,0.184
14/04/2020 12:56:13.900,0.793,0.629,0.184
14/04/2020 12:56:13.934,0.805,0.621,0.137
14/04/2020 12:56:13.967,0.797,0.609,0.148
14/04/2020 12:56:14.000,0.797,0.598,0.184
14/04/2020 12:56:14.034,0.797,0.566,0.203
14/04/2020 12:56:14.067,0.797,0.605,0.215
14/04/2020 12:56:14.100,0.789,0.609,0.219
14/04/2020 12:56:14.134,0.801,0.625,0.195
14/04/2020 12:56:14.167,0.789,0.625,0.203
14/04/2020 12:56:14.200,0.801,0.617,0.188
14/04/2020 12:56:14.234,0.801,0.625,0.199
14/04/2020 12:56:14.267,0.797,0.625,0.188
14/04/2020 12:56:14.300,0.797,0.613,0.188
14/04/2020 12:56:14.334,0.793,0.617,0.195
14/04/2020 12:56:14.367,0.797,0.617,0.207
14/04/2020 12:56:14.400,0.793,0.621,0.195
14/04/2020 12:56:14.434,0.793,0.617,0.195
14/04/2020 12:56:14.467,0.797,0.613,0.203
14/04/2020 12:56:14.500,0.789,0.617,0.191
14/04/2020 12:56:14.534,0.793,0.621,0.191
14/04/2020 12:56:14.567,0.793,0.625,0.207
14/04/2020 12:56:14.600,0.797,0.617,0.215
14/04/2020 12:56:14.634,0.797,0.613,0.215
14/04/2020 12:56:14.667,0.785,0.621,0.207
14/04/2020 12:56:14.700,0.793,0.621,0.203
14/04/2020 12:56:14.734,0.801,0.621,0.207
14/04/2020 12:56:14.767,0.797,0.617,0.203
14/04/2020 12:56:14.800,0.797,0.621,0.203
14/04/2020 12:56:14.834,0.801,0.613,0.191
14/04/2020 12:56:14.867,0.797,0.605,0.203
14/04/2020 12:56:14.900,0.797,0.613,0.203
14/04/2020 12:56:14.934,0.797,0.617,0.215
14/04/2020 12:56:14.967,0.797,0.613,0.203
14/04/2020 12:56:15.000,0.785,0.617,0.184
14/04/2020 12:56:15.034,0.801,0.617,0.176
14/04/2020 12:56:15.067,0.797,0.621,0.211
14/04/2020 12:56:15.100,0.785,0.625,0.227
14/04/2020 12:56:15.134,0.785,0.625,0.215
14/04/2020 12:56:15.167,0.801,0.648,0.215
14/04/2020 12:56:15.200,0.781,0.656,0.219
14/04/2020 12:56:15.234,0.785,0.652,0.219
14/04/2020 12:56:15.267,0.809,0.598,0.203
14/04/2020 12:56:15.300,0.832,0.594,0.164
14/04/2020 12:56:15.334,0.809,0.617,0.242
14/04/2020 12:56:15.367,0.754,0.566,0.301
14/04/2020 12:56:15.400,0.777,0.660,0.215
14/04/2020 12:56:15.434,0.832,0.523,0.168
14/04/2020 12:56:15.467,0.840,0.586,0.148
14/04/2020 12:56:15.500,0.805,0.602,0.176
14/04/2020 12:56:15.534,0.809,0.617,0.188
14/04/2020 12:56:15.567,0.820,0.590,0.184
14/04/2020 12:56:15.600,0.832,0.578,0.203
14/04/2020 12:56:15.634,0.820,0.535,0.285
14/04/2020 12:56:15.667,0.813,0.551,0.285
14/04/2020 12:56:15.700,0.832,0.551,0.223
14/04/2020 12:56:15.734,0.840,0.535,0.180
14/04/2020 12:56:15.767,0.836,0.574,0.195
14/04/2020 12:56:15.800,0.828,0.574,0.223
14/04/2020 12:56:15.834,0.820,0.563,0.234
14/04/2020 12:56:15.867,0.828,0.551,0.223
14/04/2020 12:56:15.900,0.832,0.555,0.211
14/04/2020 12:56:15.934,0.836,0.582,0.184
14/04/2020 12:56:15.967,0.836,0.590,0.207
14/04/2020 12:56:16.000,0.809,0.555,0.207
14/04/2020 12:56:16.034,0.805,0.555,0.215
14/04/2020 12:56:16.067,0.816,0.570,0.273
14/04/2020 12:56:16.100,0.832,0.578,0.152
14/04/2020 12:56:16.134,0.848,0.613,0.176
14/04/2020 12:56:16.167,0.816,0.586,0.199
14/04/2020 12:56:16.200,0.809,0.508,0.270
14/04/2020 12:56:16.234,0.813,0.563,0.246
14/04/2020 12:56:16.267,0.820,0.586,0.215
14/04/2020 12:56:16.300,0.824,0.586,0.215
14/04/2020 12:56:16.334,0.828,0.582,0.223
14/04/2020 12:56:16.367,0.824,0.566,0.234
14/04/2020 12:56:16.400,0.824,0.566,0.250
14/04/2020 12:56:16.434,0.820,0.555,0.250
14/04/2020 12:56:16.467,0.824,0.582,0.234
14/04/2020 12:56:16.500,0.809,0.586,0.227
14/04/2020 12:56:16.534,0.824,0.555,0.191
14/04/2020 12:56:16.567,0.836,0.578,0.180
14/04/2020 12:56:16.600,0.820,0.578,0.203
14/04/2020 12:56:16.634,0.828,0.574,0.223
14/04/2020 12:56:16.667,0.820,0.547,0.250
14/04/2020 12:56:16.700,0.828,0.574,0.242
14/04/2020 12:56:16.734,0.824,0.574,0.223
14/04/2020 12:56:16.767,0.820,0.551,0.227
14/04/2020 12:56:16.800,0.824,0.574,0.242
14/04/2020 12:56:16.834,0.832,0.586,0.211
14/04/2020 12:56:16.867,0.820,0.559,0.246
14/04/2020 12:56:16.900,0.820,0.586,0.227
14/04/2020 12:56:16.934,0.840,0.551,0.195
14/04/2020 12:56:16.967,0.836,0.574,0.211
14/04/2020 12:56:17.000,0.824,0.598,0.230
14/04/2020 12:56:17.034,0.824,0.578,0.230
14/04/2020 12:56:17.067,0.793,0.535,0.277
14/04/2020 12:56:17.100,0.805,0.539,0.281
14/04/2020 12:56:17.134,0.816,0.566,0.285
14/04/2020 12:56:17.167,0.824,0.566,0.195
14/04/2020 12:56:17.200,0.836,0.637,0.180
14/04/2020 12:56:17.234,0.824,0.574,0.246
14/04/2020 12:56:17.267,0.828,0.574,0.242
14/04/2020 12:56:17.300,0.832,0.559,0.324
14/04/2020 12:56:17.334,0.801,0.574,0.195
14/04/2020 12:56:17.367,0.816,0.531,0.246
14/04/2020 12:56:17.400,0.809,0.590,0.242
14/04/2020 12:56:17.434,0.805,0.582,0.242
14/04/2020 12:56:17.467,0.824,0.586,0.184
14/04/2020 12:56:17.500,0.820,0.566,0.230
14/04/2020 12:56:17.534,0.813,0.586,0.266
14/04/2020 12:56:17.567,0.809,0.582,0.242
14/04/2020 12:56:17.600,0.832,0.559,0.238
14/04/2020 12:56:17.634,0.820,0.566,0.246
14/04/2020 12:56:17.667,0.836,0.574,0.234
14/04/2020 12:56:17.700,0.832,0.582,0.219
14/04/2020 12:56:17.734,0.813,0.543,0.273
14/04/2020 12:56:17.767,0.805,0.535,0.305
14/04/2020 12:56:17.800,0.816,0.539,0.250
14/04/2020 12:56:17.834,0.832,0.602,0.195
14/04/2020 12:56:17.867,0.852,0.590,0.250
14/04/2020 12:56:17.900,0.809,0.578,0.211
14/04/2020 12:56:17.934,0.801,0.504,0.324
14/04/2020 12:56:17.967,0.813,0.566,0.324
14/04/2020 12:56:18.000,0.809,0.551,0.238
14/04/2020 12:56:18.034,0.832,0.617,0.188
14/04/2020 12:56:18.067,0.820,0.590,0.270
14/04/2020 12:56:18.100,0.824,0.586,0.234
14/04/2020 12:56:18.134,0.797,0.523,0.262
14/04/2020 12:56:18.167,0.809,0.559,0.301
14/04/2020 12:56:18.200,0.820,0.551,0.242
14/04/2020 12:56:18.234,0.828,0.609,0.207
14/04/2020 12:56:18.267,0.820,0.617,0.250
14/04/2020 12:56:18.300,0.832,0.594,0.219
14/04/2020 12:56:18.334,0.793,0.504,0.289
14/04/2020 12:56:18.367,0.809,0.563,0.293
14/04/2020 12:56:18.400,0.813,0.590,0.234
14/04/2020 12:56:18.434,0.828,0.617,0.215
14/04/2020 12:56:18.467,0.816,0.566,0.250
14/04/2020 12:56:18.500,0.813,0.566,0.250
14/04/2020 12:56:18.534,0.820,0.570,0.250
14/04/2020 12:56:18.567,0.820,0.563,0.246
14/04/2020 12:56:18.600,0.820,0.566,0.246
14/04/2020 12:56:18.634,0.824,0.578,0.266
14/04/2020 12:56:18.667,0.828,0.578,0.238
14/04/2020 12:56:18.700,0.801,0.539,0.238
14/04/2020 12:56:18.734,0.805,0.582,0.254
14/04/2020 12:56:18.767,0.813,0.582,0.258
14/04/2020 12:56:18.800,0.809,0.578,0.230
14/04/2020 12:56:18.834,0.828,0.582,0.203
14/04/2020 12:56:18.867,0.816,0.535,0.270
14/04/2020 12:56:18.900,0.809,0.590,0.266
14/04/2020 12:56:18.934,0.809,0.574,0.246
14/04/2020 12:56:18.967,0.828,0.578,0.203
14/04/2020 12:56:19.000,0.820,0.559,0.230
14/04/2020 12:56:19.034,0.828,0.590,0.262
14/04/2020 12:56:19.067,0.828,0.547,0.242
14/04/2020 12:56:19.100,0.805,0.543,0.285
14/04/2020 12:56:19.134,0.813,0.586,0.238
14/04/2020 12:56:19.167,0.816,0.594,0.223
14/04/2020 12:56:19.200,0.809,0.574,0.246
14/04/2020 12:56:19.234,0.813,0.570,0.254
14/04/2020 12:56:19.267,0.809,0.563,0.254
14/04/2020 12:56:19.300,0.816,0.566,0.238
14/04/2020 12:56:19.334,0.816,0.566,0.246
14/04/2020 12:56:19.367,0.816,0.570,0.246
14/04/2020 12:56:19.400,0.820,0.578,0.246
14/04/2020 12:56:19.434,0.816,0.566,0.250
14/04/2020 12:56:19.467,0.820,0.574,0.238
14/04/2020 12:56:19.500,0.801,0.574,0.246
14/04/2020 12:56:19.534,0.816,0.566,0.242
14/04/2020 12:56:19.567,0.824,0.566,0.227
14/04/2020 12:56:19.600,0.816,0.582,0.238
14/04/2020 12:56:19.634,0.809,0.578,0.270
14/04/2020 12:56:19.667,0.809,0.586,0.250
14/04/2020 12:56:19.700,0.816,0.574,0.230
14/04/2020 12:56:19.734,0.820,0.563,0.242
14/04/2020 12:56:19.767,0.820,0.563,0.242
14/04/2020 12:56:19.800,0.813,0.574,0.250
14/04/2020 12:56:19.834,0.820,0.578,0.246
14/04/2020 12:56:19.867,0.813,0.566,0.246
14/04/2020 12:56:19.900,0.813,0.570,0.242
14/04/2020 12:56:19.934,0.797,0.527,0.316
14/04/2020 12:56:19.967,0.844,0.641,0.191
14/04/2020 12:56:20.000,0.816,0.625,0.164
14/04/2020 12:56:20.034,0.840,0.602,0.152
14/04/2020 12:56:20.067,0.824,0.492,0.293
14/04/2020 12:56:20.100,0.785,0.555,0.309
14/04/2020 12:56:20.134,0.813,0.566,0.258
14/04/2020 12:56:20.167,0.820,0.582,0.203
14/04/2020 12:56:20.200,0.832,0.605,0.191
14/04/2020 12:56:20.234,0.828,0.559,0.266
14/04/2020 12:56:20.267,0.820,0.594,0.266
14/04/2020 12:56:20.300,0.820,0.535,0.238
14/04/2020 12:56:20.334,0.801,0.574,0.270
14/04/2020 12:56:20.367,0.805,0.559,0.285
14/04/2020 12:56:20.400,0.809,0.621,0.168
14/04/2020 12:56:20.434,0.816,0.617,0.203
14/04/2020 12:56:20.467,0.824,0.559,0.254
14/04/2020 12:56:20.500,0.828,0.590,0.230
14/04/2020 12:56:20.534,0.797,0.516,0.297
14/04/2020 12:56:20.567,0.797,0.566,0.277
14/04/2020 12:56:20.600,0.824,0.574,0.234
14/04/2020 12:56:20.634,0.832,0.629,0.180
14/04/2020 12:56:20.667,0.820,0.594,0.219
14/04/2020 12:56:20.700,0.813,0.570,0.246
14/04/2020 12:56:20.734,0.816,0.582,0.254
14/04/2020 12:56:20.767,0.813,0.574,0.242
14/04/2020 12:56:20.800,0.820,0.563,0.242
14/04/2020 12:56:20.834,0.824,0.559,0.242
14/04/2020 12:56:20.867,0.824,0.559,0.223
14/04/2020 12:56:20.900,0.832,0.570,0.246
14/04/2020 12:56:20.934,0.836,0.594,0.211
14/04/2020 12:56:20.967,0.773,0.523,0.301
14/04/2020 12:56:21.000,0.793,0.594,0.273
14/04/2020 12:56:21.034,0.801,0.563,0.262
14/04/2020 12:56:21.067,0.824,0.641,0.148
14/04/2020 12:56:21.100,0.832,0.598,0.258
14/04/2020 12:56:21.134,0.832,0.559,0.227
14/04/2020 12:56:21.167,0.797,0.520,0.328
14/04/2020 12:56:21.200,0.797,0.539,0.301
14/04/2020 12:56:21.234,0.820,0.566,0.230
14/04/2020 12:56:21.267,0.809,0.617,0.195
14/04/2020 12:56:21.300,0.813,0.613,0.230
14/04/2020 12:56:21.334,0.813,0.578,0.246
14/04/2020 12:56:21.367,0.813,0.563,0.258
14/04/2020 12:56:21.400,0.813,0.570,0.238
14/04/2020 12:56:21.434,0.820,0.570,0.250
14/04/2020 12:56:21.467,0.813,0.582,0.242
14/04/2020 12:56:21.500,0.809,0.598,0.230
14/04/2020 12:56:21.534,0.820,0.598,0.227
14/04/2020 12:56:21.567,0.809,0.582,0.258
14/04/2020 12:56:21.600,0.816,0.570,0.254
14/04/2020 12:56:21.634,0.816,0.582,0.234
14/04/2020 12:56:21.667,0.820,0.563,0.234
14/04/2020 12:56:21.700,0.820,0.566,0.254
14/04/2020 12:56:21.734,0.813,0.559,0.254
14/04/2020 12:56:21.767,0.828,0.551,0.250
14/04/2020 12:56:21.800,0.836,0.586,0.207
14/04/2020 12:56:21.834,0.840,0.578,0.188
14/04/2020 12:56:21.867,0.828,0.527,0.230
14/04/2020 12:56:21.900,0.781,0.512,0.371
14/04/2020 12:56:21.934,0.801,0.555,0.355
14/04/2020 12:56:21.967,0.820,0.566,0.191
14/04/2020 12:56:22.000,0.836,0.684,0.133
14/04/2020 12:56:22.034,0.820,0.586,0.176
14/04/2020 12:56:22.067,0.824,0.484,0.285
14/04/2020 12:56:22.100,0.816,0.555,0.313
14/04/2020 12:56:22.134,0.824,0.566,0.211
14/04/2020 12:56:22.167,0.832,0.586,0.227
14/04/2020 12:56:22.200,0.840,0.629,0.219
14/04/2020 12:56:22.234,0.824,0.590,0.188
14/04/2020 12:56:22.267,0.789,0.520,0.305
14/04/2020 12:56:22.300,0.805,0.504,0.371
14/04/2020 12:56:22.334,0.824,0.605,0.180
14/04/2020 12:56:22.367,0.832,0.625,0.223
14/04/2020 12:56:22.400,0.824,0.570,0.215
14/04/2020 12:56:22.434,0.801,0.555,0.270
14/04/2020 12:56:22.467,0.805,0.523,0.293
14/04/2020 12:56:22.500,0.816,0.625,0.215
14/04/2020 12:56:22.534,0.813,0.582,0.234
14/04/2020 12:56:22.567,0.840,0.598,0.203
14/04/2020 12:56:22.600,0.813,0.504,0.270
14/04/2020 12:56:22.634,0.805,0.520,0.367
14/04/2020 12:56:22.667,0.820,0.535,0.242
14/04/2020 12:56:22.700,0.840,0.637,0.246
14/04/2020 12:56:22.734,0.832,0.594,0.207
14/04/2020 12:56:22.767,0.813,0.508,0.238
14/04/2020 12:56:22.800,0.805,0.551,0.320
14/04/2020 12:56:22.834,0.820,0.578,0.273
14/04/2020 12:56:22.867,0.824,0.602,0.230
14/04/2020 12:56:22.900,0.824,0.574,0.230
14/04/2020 12:56:22.934,0.813,0.508,0.297
14/04/2020 12:56:22.967,0.824,0.594,0.266
14/04/2020 12:56:23.000,0.816,0.559,0.227
14/04/2020 12:56:23.034,0.824,0.547,0.254
14/04/2020 12:56:23.067,0.816,0.570,0.270
14/04/2020 12:56:23.100,0.820,0.570,0.254
14/04/2020 12:56:23.134,0.824,0.563,0.242
14/04/2020 12:56:23.167,0.828,0.539,0.254
14/04/2020 12:56:23.200,0.836,0.551,0.246
14/04/2020 12:56:23.234,0.824,0.570,0.254
14/04/2020 12:56:23.267,0.816,0.563,0.262
14/04/2020 12:56:23.300,0.828,0.547,0.266
14/04/2020 12:56:23.334,0.828,0.590,0.242
14/04/2020 12:56:23.367,0.824,0.566,0.234
14/04/2020 12:56:23.400,0.820,0.547,0.258
14/04/2020 12:56:23.434,0.828,0.543,0.262
14/04/2020 12:56:23.467,0.820,0.555,0.250
14/04/2020 12:56:23.500,0.828,0.535,0.258
14/04/2020 12:56:23.534,0.820,0.590,0.242
14/04/2020 12:56:23.567,0.816,0.555,0.250
14/04/2020 12:56:23.600,0.832,0.555,0.262
14/04/2020 12:56:23.634,0.813,0.539,0.254
14/04/2020 12:56:23.667,0.809,0.566,0.277
14/04/2020 12:56:23.700,0.813,0.535,0.305
14/04/2020 12:56:23.734,0.832,0.590,0.172
14/04/2020 12:56:23.767,0.828,0.613,0.195
14/04/2020 12:56:23.800,0.813,0.543,0.262
14/04/2020 12:56:23.834,0.828,0.551,0.285
14/04/2020 12:56:23.867,0.824,0.543,0.270
14/04/2020 12:56:23.900,0.832,0.582,0.254
14/04/2020 12:56:23.934,0.832,0.594,0.207
14/04/2020 12:56:23.967,0.805,0.539,0.238
14/04/2020 12:56:24.000,0.801,0.543,0.273
14/04/2020 12:56:24.034,0.828,0.570,0.242
14/04/2020 12:56:24.067,0.828,0.605,0.199
14/04/2020 12:56:24.100,0.828,0.590,0.223
14/04/2020 12:56:24.134,0.844,0.586,0.227
14/04/2020 12:56:24.167,0.840,0.543,0.223
14/04/2020 12:56:24.200,0.809,0.527,0.320
14/04/2020 12:56:24.234,0.793,0.512,0.371
14/04/2020 12:56:24.267,0.805,0.516,0.348
14/04/2020 12:56:24.300,0.840,0.629,0.121
14/04/2020 12:56:24.334,0.852,0.621,0.195
14/04/2020 12:56:24.367,0.820,0.598,0.219
14/04/2020 12:56:24.400,0.816,0.500,0.254
14/04/2020 12:56:24.434,0.805,0.531,0.309
14/04/2020 12:56:24.467,0.813,0.512,0.309
14/04/2020 12:56:24.500,0.809,0.613,0.223
14/04/2020 12:56:24.534,0.832,0.598,0.223
14/04/2020 12:56:24.567,0.840,0.551,0.254
14/04/2020 12:56:24.600,0.813,0.555,0.262
14/04/2020 12:56:24.634,0.809,0.578,0.262
14/04/2020 12:56:24.667,0.813,0.543,0.270
14/04/2020 12:56:24.700,0.816,0.605,0.223
14/04/2020 12:56:24.734,0.816,0.531,0.297
14/04/2020 12:56:24.767,0.809,0.605,0.273
14/04/2020 12:56:24.800,0.828,0.582,0.191
14/04/2020 12:56:24.834,0.824,0.559,0.207
14/04/2020 12:56:24.867,0.820,0.563,0.250
14/04/2020 12:56:24.900,0.828,0.559,0.230
14/04/2020 12:56:24.934,0.824,0.574,0.270
14/04/2020 12:56:24.967,0.836,0.555,0.254
14/04/2020 12:56:25.000,0.820,0.551,0.234
14/04/2020 12:56:25.034,0.793,0.535,0.289
14/04/2020 12:56:25.067,0.816,0.570,0.297
14/04/2020 12:56:25.100,0.816,0.555,0.234
14/04/2020 12:56:25.134,0.832,0.617,0.180
14/04/2020 12:56:25.167,0.824,0.602,0.242
14/04/2020 12:56:25.200,0.816,0.566,0.250
14/04/2020 12:56:25.234,0.816,0.551,0.258
14/04/2020 12:56:25.267,0.828,0.555,0.250
14/04/2020 12:56:25.300,0.824,0.563,0.223
14/04/2020 12:56:25.334,0.832,0.559,0.246
14/04/2020 12:56:25.367,0.832,0.582,0.230
14/04/2020 12:56:25.400,0.797,0.531,0.285
14/04/2020 12:56:25.434,0.828,0.555,0.281
14/04/2020 12:56:25.467,0.820,0.582,0.180
14/04/2020 12:56:25.500,0.836,0.613,0.227
14/04/2020 12:56:25.534,0.801,0.555,0.250
14/04/2020 12:56:25.567,0.813,0.523,0.285
14/04/2020 12:56:25.600,0.816,0.559,0.242
14/04/2020 12:56:25.634,0.828,0.578,0.234
14/04/2020 12:56:25.667,0.809,0.574,0.250
14/04/2020 12:56:25.700,0.809,0.535,0.254
14/04/2020 12:56:25.734,0.859,0.629,0.250
14/04/2020 12:56:25.767,0.805,0.547,0.270
14/04/2020 12:56:25.800,0.816,0.547,0.258
14/04/2020 12:56:25.834,0.824,0.555,0.223
14/04/2020 12:56:25.867,0.836,0.605,0.238
14/04/2020 12:56:25.900,0.809,0.539,0.250
14/04/2020 12:56:25.934,0.813,0.516,0.289
14/04/2020 12:56:25.967,0.813,0.598,0.242
14/04/2020 12:56:26.000,0.813,0.590,0.250
14/04/2020 12:56:26.034,0.816,0.586,0.234
14/04/2020 12:56:26.067,0.816,0.559,0.250
14/04/2020 12:56:26.100,0.816,0.566,0.258
14/04/2020 12:56:26.134,0.816,0.570,0.266
14/04/2020 12:56:26.167,0.816,0.551,0.270
14/04/2020 12:56:26.200,0.820,0.555,0.266
14/04/2020 12:56:26.234,0.813,0.590,0.266
14/04/2020 12:56:26.267,0.820,0.609,0.254
14/04/2020 12:56:26.300,0.816,0.582,0.242
14/04/2020 12:56:26.334,0.832,0.535,0.234
14/04/2020 12:56:26.367,0.832,0.516,0.234
14/04/2020 12:56:26.400,0.832,0.520,0.234
14/04/2020 12:56:26.434,0.820,0.559,0.246
14/04/2020 12:56:26.467,0.809,0.598,0.223
14/04/2020 12:56:26.500,0.797,0.660,0.238
14/04/2020 12:56:26.534,0.793,0.598,0.313
14/04/2020 12:56:26.567,0.793,0.527,0.379
14/04/2020 12:56:26.600,0.797,0.512,0.395
14/04/2020 12:56:26.634,0.805,0.496,0.379
14/04/2020 12:56:26.667,0.793,0.496,0.406
14/04/2020 12:56:26.700,0.785,0.543,0.398
14/04/2020 12:56:26.734,0.789,0.555,0.387
14/04/2020 12:56:26.767,0.793,0.586,0.348
14/04/2020 12:56:26.800,0.789,0.570,0.332
14/04/2020 12:56:26.834,0.793,0.566,0.328
14/04/2020 12:56:26.867,0.793,0.582,0.301
14/04/2020 12:56:26.900,0.793,0.590,0.320
14/04/2020 12:56:26.934,0.785,0.570,0.316
14/04/2020 12:56:26.967,0.797,0.625,0.258
14/04/2020 12:56:27.000,0.789,0.613,0.262
14/04/2020 12:56:27.034,0.797,0.605,0.227
14/04/2020 12:56:27.067,0.805,0.609,0.223
14/04/2020 12:56:27.100,0.805,0.570,0.258
14/04/2020 12:56:27.134,0.801,0.582,0.258
14/04/2020 12:56:27.167,0.801,0.594,0.258
14/04/2020 12:56:27.200,0.793,0.617,0.266
14/04/2020 12:56:27.234,0.793,0.613,0.262
14/04/2020 12:56:27.267,0.797,0.582,0.277
14/04/2020 12:56:27.300,0.805,0.598,0.258
14/04/2020 12:56:27.334,0.805,0.586,0.250
14/04/2020 12:56:27.367,0.805,0.586,0.254
14/04/2020 12:56:27.400,0.805,0.578,0.254
14/04/2020 12:56:27.434,0.805,0.555,0.273
14/04/2020 12:56:27.467,0.801,0.570,0.289
14/04/2020 12:56:27.500,0.793,0.617,0.277
14/04/2020 12:56:27.534,0.797,0.582,0.258
14/04/2020 12:56:27.567,0.801,0.555,0.262
14/04/2020 12:56:27.600,0.805,0.594,0.262
14/04/2020 12:56:27.634,0.801,0.578,0.254
14/04/2020 12:56:27.667,0.797,0.551,0.266
14/04/2020 12:56:27.700,0.805,0.602,0.246
14/04/2020 12:56:27.734,0.801,0.598,0.184
14/04/2020 12:56:27.767,0.797,0.660,0.164
14/04/2020 12:56:27.800,0.805,0.633,0.145
14/04/2020 12:56:27.834,0.801,0.590,0.148
14/04/2020 12:56:27.867,0.797,0.703,0.125
14/04/2020 12:56:27.900,0.793,0.668,0.102
14/04/2020 12:56:27.934,0.789,0.629,0.152
14/04/2020 12:56:27.967,0.754,0.758,0.129
14/04/2020 12:56:28.000,0.766,0.637,0.223
14/04/2020 12:56:28.034,0.824,0.570,0.234
14/04/2020 12:56:28.067,0.805,0.543,0.273
14/04/2020 12:56:28.100,0.801,0.531,0.234
14/04/2020 12:56:28.134,0.816,0.559,0.254
14/04/2020 12:56:28.167,0.805,0.574,0.289
14/04/2020 12:56:28.200,0.801,0.555,0.258
14/04/2020 12:56:28.234,0.824,0.551,0.219
14/04/2020 12:56:28.267,0.832,0.566,0.223
14/04/2020 12:56:28.300,0.816,0.586,0.230
14/04/2020 12:56:28.334,0.828,0.555,0.176
14/04/2020 12:56:28.367,0.840,0.602,0.172
14/04/2020 12:56:28.400,0.816,0.578,0.211
14/04/2020 12:56:28.434,0.820,0.539,0.223
14/04/2020 12:56:28.467,0.828,0.586,0.227
14/04/2020 12:56:28.500,0.824,0.570,0.234
14/04/2020 12:56:28.534,0.824,0.547,0.219
14/04/2020 12:56:28.567,0.832,0.543,0.238
14/04/2020 12:56:28.600,0.840,0.535,0.223
14/04/2020 12:56:28.634,0.836,0.555,0.203
14/04/2020 12:56:28.667,0.840,0.551,0.215
14/04/2020 12:56:28.700,0.828,0.574,0.230
14/04/2020 12:56:28.734,0.824,0.563,0.219
14/04/2020 12:56:28.767,0.836,0.574,0.223
14/04/2020 12:56:28.800,0.832,0.574,0.207
14/04/2020 12:56:28.834,0.816,0.578,0.215
14/04/2020 12:56:28.867,0.828,0.570,0.219
14/04/2020 12:56:28.900,0.820,0.570,0.207
14/04/2020 12:56:28.934,0.820,0.602,0.207
14/04/2020 12:56:28.967,0.813,0.582,0.195
14/04/2020 12:56:29.000,0.816,0.559,0.199
14/04/2020 12:56:29.034,0.832,0.582,0.188
14/04/2020 12:56:29.067,0.824,0.574,0.211
14/04/2020 12:56:29.100,0.816,0.594,0.188
14/04/2020 12:56:29.134,0.816,0.598,0.172
14/04/2020 12:56:29.167,0.828,0.590,0.156
14/04/2020 12:56:29.200,0.820,0.590,0.176
14/04/2020 12:56:29.234,0.824,0.586,0.188
14/04/2020 12:56:29.267,0.820,0.586,0.176
14/04/2020 12:56:29.300,0.824,0.590,0.176
14/04/2020 12:56:29.334,0.820,0.578,0.176
14/04/2020 12:56:29.367,0.816,0.590,0.184
14/04/2020 12:56:29.400,0.816,0.590,0.188
14/04/2020 12:56:29.434,0.816,0.586,0.184
14/04/2020 12:56:29.467,0.820,0.586,0.180
14/04/2020 12:56:29.500,0.813,0.602,0.176
14/04/2020 12:56:29.534,0.816,0.582,0.172
14/04/2020 12:56:29.567,0.816,0.586,0.172
14/04/2020 12:56:29.600,0.816,0.590,0.176
14/04/2020 12:56:29.634,0.820,0.594,0.172
14/04/2020 12:56:29.667,0.805,0.578,0.199
14/04/2020 12:56:29.700,0.813,0.582,0.184
14/04/2020 12:56:29.734,0.813,0.598,0.180
